age,potential,value_eur,wage_eur,dribbling,overall,technical_score,value_per_wage,age_potential_gap,tier,cluster
26,70,775000.0,10000.0,67.0,67,67.0,77.49225077492251,3,Good,0
30,67,600000.0,2000.0,63.0,67,63.0,299.85007496251876,0,Good,0
26,68,700000.0,10000.0,70.0,67,70.0,69.99300069993001,1,Good,0
26,71,775000.0,10000.0,71.0,67,71.0,77.49225077492251,4,Good,0
28,67,600000.0,6000.0,63.0,67,63.0,99.98333611064822,0,Good,0
25,70,750000.0,15000.0,74.0,67,74.0,49.996666888874074,3,Good,0
25,70,675000.0,9000.0,68.0,67,68.0,74.99166759248972,3,Good,0
25,71,675000.0,10000.0,62.0,67,62.0,67.49325067493251,4,Good,0
25,71,750000.0,9000.0,70.0,67,70.0,83.32407510276636,4,Good,0
25,70,650000.0,9000.0,68.0,67,68.0,72.21419842239752,3,Good,0
22,74,475000.0,8000.0,68.0,67,68.0,59.367579052618424,7,Good,3
24,70,650000.0,9000.0,65.0,67,65.0,72.21419842239752,3,Good,0
25,70,650000.0,9000.0,62.0,67,62.0,72.21419842239752,3,Good,0
22,75,525000.0,8000.0,62.0,67,62.0,65.61679790026247,8,Good,3
24,70,725000.0,9000.0,69.0,67,69.0,80.54660593267415,3,Good,0
24,67,800000.0,10000.0,75.0,67,75.0,79.99200079992,0,Good,0
23,74,575000.0,9000.0,58.0,67,58.0,63.88179091212088,7,Good,3
24,74,625000.0,4000.0,60.0,67,60.0,156.2109472631842,7,Good,3
28,67,675000.0,10000.0,67.0,67,67.0,67.49325067493251,0,Good,0
24,72,725000.0,9000.0,68.0,67,68.0,80.54660593267415,5,Good,3
29,67,650000.0,8000.0,68.0,67,68.0,81.23984501937258,0,Good,0
23,73,550000.0,9000.0,69.0,67,69.0,61.10432174202867,6,Good,3
28,67,750000.0,7000.0,68.0,67,68.0,107.12755320668477,0,Good,0
26,71,700000.0,10000.0,68.0,67,68.0,69.99300069993001,4,Good,0
24,68,725000.0,9000.0,69.0,67,69.0,80.54660593267415,1,Good,0
23,73,575000.0,10000.0,50.0,67,50.0,57.494250574942505,6,Good,1
23,73,675000.0,15000.0,67.0,67,67.0,44.997000199986665,6,Good,3
25,70,750000.0,9000.0,68.0,67,68.0,83.32407510276636,3,Good,0
22,74,475000.0,3000.0,67.0,67,67.0,158.2805731422859,7,Good,3
22,71,600000.0,8000.0,66.0,67,66.0,74.99062617172854,4,Good,3
27,70,725000.0,15000.0,70.0,67,70.0,48.33011132591161,3,Good,0
25,70,675000.0,9000.0,51.0,67,51.0,74.99166759248972,3,Good,1
23,72,725000.0,10000.0,70.0,67,70.0,72.4927507249275,5,Good,3
23,70,575000.0,9000.0,57.0,67,57.0,63.88179091212088,3,Good,3
24,71,675000.0,10000.0,62.0,67,62.0,67.49325067493251,4,Good,3
28,67,750000.0,10000.0,62.0,67,62.0,74.99250074992501,0,Good,0
26,68,850000.0,10000.0,69.0,67,69.0,84.99150084991501,1,Good,0
23,75,600000.0,9000.0,62.0,67,62.0,66.65926008221308,8,Good,3
24,73,800000.0,15000.0,68.0,67,68.0,53.32977801479901,6,Good,3
24,70,800000.0,15000.0,75.0,67,75.0,53.32977801479901,3,Good,0
31,67,450000.0,15000.0,43.0,67,43.0,29.998000133324446,0,Good,1
29,67,525000.0,8000.0,65.0,67,65.0,65.61679790026247,0,Good,0
29,67,650000.0,8000.0,73.0,67,73.0,81.23984501937258,0,Good,0
26,71,850000.0,15000.0,63.0,67,63.0,56.662889140723955,4,Good,0
21,76,600000.0,15000.0,75.0,67,75.0,39.99733351109926,9,Good,3
28,67,750000.0,15000.0,69.0,67,69.0,49.996666888874074,0,Good,0
29,67,700000.0,15000.0,61.0,67,61.0,46.66355576294914,0,Good,0
28,67,600000.0,15000.0,68.0,67,68.0,39.99733351109926,0,Good,0
25,71,675000.0,15000.0,58.0,67,58.0,44.997000199986665,4,Good,0
28,67,675000.0,10000.0,65.0,67,65.0,67.49325067493251,0,Good,0
19,72,625000.0,15000.0,71.0,67,71.0,41.66388907406173,5,Good,3
23,75,575000.0,9000.0,73.0,67,73.0,63.88179091212088,8,Good,3
22,76,600000.0,8000.0,73.0,67,73.0,74.99062617172854,9,Good,3
28,67,600000.0,10000.0,52.0,67,52.0,59.99400059994001,0,Good,0
23,74,675000.0,9000.0,70.0,67,70.0,74.99166759248972,7,Good,3
22,75,475000.0,8000.0,69.0,67,69.0,59.367579052618424,8,Good,3
22,74,600000.0,8000.0,70.0,67,70.0,74.99062617172854,7,Good,3
25,72,650000.0,9000.0,66.0,67,66.0,72.21419842239752,5,Good,3
25,70,675000.0,9000.0,67.0,67,67.0,74.99166759248972,3,Good,0
26,69,700000.0,10000.0,40.0,67,40.0,69.99300069993001,2,Good,1
22,74,500000.0,8000.0,38.0,67,38.0,62.49218847644045,7,Good,1
28,67,575000.0,10000.0,60.0,67,60.0,57.494250574942505,0,Good,0
27,71,650000.0,10000.0,54.0,67,54.0,64.993500649935,4,Good,0
22,73,500000.0,10000.0,54.0,67,54.0,49.99500049995,6,Good,3
26,70,850000.0,10000.0,65.0,67,65.0,84.99150084991501,3,Good,0
23,74,575000.0,9000.0,56.0,67,56.0,63.88179091212088,7,Good,3
28,67,600000.0,15000.0,60.0,67,60.0,39.99733351109926,0,Good,0
23,70,575000.0,9000.0,68.0,67,68.0,63.88179091212088,3,Good,3
24,73,675000.0,9000.0,62.0,67,62.0,74.99166759248972,6,Good,3
31,67,625000.0,9000.0,69.0,67,69.0,69.4367292523053,0,Good,0
22,75,675000.0,10000.0,69.0,67,69.0,67.49325067493251,8,Good,3
28,67,600000.0,10000.0,55.0,67,55.0,59.99400059994001,0,Good,0
22,76,350000.0,5000.0,64.0,67,64.0,69.98600279944012,9,Good,3
23,74,575000.0,15000.0,41.0,67,41.0,38.33077794813679,7,Good,1
29,67,700000.0,9000.0,75.0,67,75.0,77.76913676258194,0,Good,0
24,70,650000.0,9000.0,59.0,67,59.0,72.21419842239752,3,Good,0
23,74,575000.0,9000.0,69.0,67,69.0,63.88179091212088,7,Good,3
24,73,725000.0,4000.0,68.0,67,68.0,181.2046988252937,6,Good,3
22,76,600000.0,8000.0,71.0,67,71.0,74.99062617172854,9,Good,3
24,74,650000.0,9000.0,43.0,67,43.0,72.21419842239752,7,Good,1
22,76,600000.0,8000.0,68.0,67,68.0,74.99062617172854,9,Good,3
26,69,700000.0,10000.0,62.0,67,62.0,69.99300069993001,2,Good,0
26,71,700000.0,10000.0,45.0,67,45.0,69.99300069993001,4,Good,1
27,69,725000.0,10000.0,70.0,67,70.0,72.4927507249275,2,Good,0
26,69,700000.0,10000.0,67.0,67,67.0,69.99300069993001,2,Good,0
29,67,700000.0,8000.0,62.0,67,62.0,87.48906386701663,0,Good,0
26,70,700000.0,10000.0,65.0,67,65.0,69.99300069993001,3,Good,0
21,74,600000.0,15000.0,71.0,67,71.0,39.99733351109926,7,Good,3
22,75,500000.0,3000.0,67.0,67,67.0,166.61112962345885,8,Good,3
26,72,700000.0,15000.0,43.0,67,43.0,46.66355576294914,5,Good,1
30,67,675000.0,9000.0,75.0,67,75.0,74.99166759248972,0,Good,0
26,70,350000.0,5000.0,67.0,67,67.0,69.98600279944012,3,Good,0
34,67,350000.0,5000.0,67.0,67,67.0,69.98600279944012,0,Good,0
28,67,675000.0,15000.0,71.0,67,71.0,44.997000199986665,0,Good,0
22,76,475000.0,8000.0,63.0,67,63.0,59.367579052618424,9,Good,3
22,70,600000.0,8000.0,71.0,67,71.0,74.99062617172854,3,Good,3
24,72,725000.0,9000.0,70.0,67,70.0,80.54660593267415,5,Good,3
27,68,650000.0,10000.0,43.0,67,43.0,64.993500649935,1,Good,1
23,73,575000.0,9000.0,63.0,67,63.0,63.88179091212088,6,Good,3
23,75,575000.0,15000.0,44.0,67,44.0,38.33077794813679,8,Good,1
29,67,550000.0,15000.0,66.0,67,66.0,36.66422238517432,0,Good,0
26,70,700000.0,15000.0,60.0,67,60.0,46.66355576294914,3,Good,0
24,75,800000.0,10000.0,69.0,67,69.0,79.99200079992,8,Good,3
22,72,500000.0,8000.0,70.0,67,70.0,62.49218847644045,5,Good,3
22,72,500000.0,8000.0,53.0,67,53.0,62.49218847644045,5,Good,3
26,71,700000.0,10000.0,62.0,67,62.0,69.99300069993001,4,Good,0
25,72,675000.0,9000.0,47.0,67,47.0,74.99166759248972,5,Good,1
21,76,525000.0,8000.0,62.0,67,62.0,65.61679790026247,9,Good,3
28,67,675000.0,15000.0,62.0,67,62.0,44.997000199986665,0,Good,0
24,72,650000.0,10000.0,65.0,67,65.0,64.993500649935,5,Good,3
22,75,500000.0,15000.0,69.0,67,69.0,33.33111125924938,8,Good,3
25,73,675000.0,9000.0,64.0,67,64.0,74.99166759248972,6,Good,3
28,67,675000.0,15000.0,71.0,67,71.0,44.997000199986665,0,Good,0
21,74,600000.0,15000.0,72.0,67,72.0,39.99733351109926,7,Good,3
27,72,675000.0,6000.0,62.0,67,62.0,112.48125312447925,5,Good,0
33,67,475000.0,6000.0,73.0,67,73.0,79.15347442092984,0,Good,0
22,72,500000.0,8000.0,53.0,67,53.0,62.49218847644045,5,Good,3
22,75,500000.0,8000.0,40.0,67,40.0,62.49218847644045,8,Good,1
27,71,725000.0,6000.0,67.0,67,67.0,120.81319780036661,4,Good,0
28,67,675000.0,15000.0,69.0,67,69.0,44.997000199986665,0,Good,0
24,72,625000.0,15000.0,65.0,67,65.0,41.66388907406173,5,Good,3
28,67,750000.0,15000.0,69.0,67,69.0,49.996666888874074,0,Good,0
23,70,575000.0,4000.0,55.0,67,55.0,143.71407148212947,3,Good,0
26,68,850000.0,10000.0,65.0,67,65.0,84.99150084991501,1,Good,0
35,67,275000.0,2000.0,71.0,67,71.0,137.43128435782108,0,Good,0
28,67,675000.0,10000.0,70.0,67,70.0,67.49325067493251,0,Good,0
26,69,700000.0,10000.0,61.0,67,61.0,69.99300069993001,2,Good,0
30,67,475000.0,15000.0,62.0,67,62.0,31.664555696286914,0,Good,0
22,77,500000.0,10000.0,59.0,67,59.0,49.99500049995,10,Good,3
21,73,500000.0,15000.0,68.0,67,68.0,33.33111125924938,6,Good,3
25,73,750000.0,9000.0,66.0,67,66.0,83.32407510276636,6,Good,3
23,73,550000.0,4000.0,60.0,67,60.0,137.4656335916021,6,Good,3
22,74,500000.0,8000.0,58.0,67,58.0,62.49218847644045,7,Good,3
22,77,600000.0,8000.0,72.0,67,72.0,74.99062617172854,10,Good,3
26,68,700000.0,10000.0,67.0,67,67.0,69.99300069993001,1,Good,0
23,70,575000.0,9000.0,64.0,67,64.0,63.88179091212088,3,Good,3
22,73,600000.0,3000.0,73.0,67,73.0,199.93335554815062,6,Good,3
22,73,675000.0,8000.0,68.0,67,68.0,84.3644544431946,6,Good,3
21,76,600000.0,15000.0,70.0,67,70.0,39.99733351109926,9,Good,3
25,69,750000.0,10000.0,67.0,67,67.0,74.99250074992501,2,Good,0
27,68,675000.0,10000.0,62.0,67,62.0,67.49325067493251,1,Good,0
24,68,800000.0,10000.0,69.0,67,69.0,79.99200079992,1,Good,0
24,71,650000.0,9000.0,49.0,67,49.0,72.21419842239752,4,Good,1
22,74,525000.0,15000.0,62.0,67,62.0,34.997666822211855,7,Good,3
25,70,825000.0,15000.0,65.0,67,65.0,54.99633357776148,3,Good,0
22,73,475000.0,8000.0,60.0,67,60.0,59.367579052618424,6,Good,3
25,73,675000.0,9000.0,51.0,67,51.0,74.99166759248972,6,Good,1
21,76,675000.0,8000.0,80.0,67,80.0,84.3644544431946,9,Good,3
23,72,725000.0,15000.0,69.0,67,69.0,48.33011132591161,5,Good,3
22,71,675000.0,8000.0,66.0,67,66.0,84.3644544431946,4,Good,3
26,69,775000.0,10000.0,68.0,67,68.0,77.49225077492251,2,Good,0
24,73,650000.0,10000.0,62.0,67,62.0,64.993500649935,6,Good,3
24,71,725000.0,9000.0,72.0,67,72.0,80.54660593267415,4,Good,3
21,72,600000.0,8000.0,66.0,67,66.0,74.99062617172854,5,Good,3
22,73,500000.0,8000.0,55.0,67,55.0,62.49218847644045,6,Good,3
23,73,675000.0,9000.0,65.0,67,65.0,74.99166759248972,6,Good,3
26,72,350000.0,5000.0,62.0,67,62.0,69.98600279944012,5,Good,0
21,75,600000.0,15000.0,71.0,67,71.0,39.99733351109926,8,Good,3
27,68,725000.0,3000.0,71.0,67,71.0,241.58613795401533,1,Good,0
22,75,600000.0,15000.0,74.0,67,74.0,39.99733351109926,8,Good,3
25,71,650000.0,10000.0,63.0,67,63.0,64.993500649935,4,Good,0
20,75,500000.0,7000.0,67.0,67,67.0,71.4183688044565,8,Good,3
25,70,825000.0,10000.0,59.0,67,59.0,82.4917508249175,3,Good,0
27,68,650000.0,10000.0,44.0,67,44.0,64.993500649935,1,Good,1
23,75,575000.0,9000.0,44.0,67,44.0,63.88179091212088,8,Good,1
24,68,725000.0,4000.0,69.0,67,69.0,181.2046988252937,1,Good,0
21,75,675000.0,8000.0,69.0,67,69.0,84.3644544431946,8,Good,3
27,70,800000.0,4000.0,53.0,67,53.0,199.9500124968758,3,Good,0
21,73,600000.0,8000.0,72.0,67,72.0,74.99062617172854,6,Good,3
23,74,575000.0,10000.0,41.0,67,41.0,57.494250574942505,7,Good,1
26,69,700000.0,10000.0,49.0,67,49.0,69.99300069993001,2,Good,1
22,74,675000.0,8000.0,70.0,67,70.0,84.3644544431946,7,Good,3
22,73,600000.0,15000.0,69.0,67,69.0,39.99733351109926,6,Good,3
27,69,650000.0,6000.0,39.0,67,39.0,108.31528078653558,2,Good,1
20,78,600000.0,7000.0,70.0,67,70.0,85.70204256534781,11,Good,3
29,67,525000.0,8000.0,64.0,67,64.0,65.61679790026247,0,Good,0
20,81,500000.0,7000.0,53.0,67,53.0,71.4183688044565,14,Good,3
26,71,700000.0,10000.0,53.0,67,53.0,69.99300069993001,4,Good,1
32,67,575000.0,4000.0,61.0,67,61.0,143.71407148212947,0,Good,0
27,71,650000.0,6000.0,35.0,67,35.0,108.31528078653558,4,Good,1
25,71,825000.0,10000.0,67.0,67,67.0,82.4917508249175,4,Good,0
29,67,550000.0,15000.0,38.0,67,38.0,36.66422238517432,0,Good,1
21,78,675000.0,8000.0,71.0,67,71.0,84.3644544431946,11,Good,3
27,69,650000.0,10000.0,69.0,67,69.0,64.993500649935,2,Good,0
21,75,600000.0,15000.0,72.0,67,72.0,39.99733351109926,8,Good,3
28,67,600000.0,15000.0,64.0,67,64.0,39.99733351109926,0,Good,0
20,70,500000.0,7000.0,64.0,67,64.0,71.4183688044565,3,Good,3
20,78,675000.0,8000.0,70.0,67,70.0,84.3644544431946,11,Good,3
25,70,675000.0,9000.0,64.0,67,64.0,74.99166759248972,3,Good,0
21,76,475000.0,8000.0,65.0,67,65.0,59.367579052618424,9,Good,3
21,77,675000.0,8000.0,76.0,67,76.0,84.3644544431946,10,Good,3
23,70,575000.0,9000.0,41.0,67,41.0,63.88179091212088,3,Good,1
21,74,500000.0,8000.0,44.0,67,44.0,62.49218847644045,7,Good,1
20,75,675000.0,8000.0,73.0,67,73.0,84.3644544431946,8,Good,3
24,73,650000.0,9000.0,71.0,67,71.0,72.21419842239752,6,Good,3
21,74,500000.0,8000.0,48.0,67,48.0,62.49218847644045,7,Good,1
19,76,625000.0,15000.0,72.0,67,72.0,41.66388907406173,9,Good,3
24,73,650000.0,9000.0,65.0,67,65.0,72.21419842239752,6,Good,3
26,69,850000.0,10000.0,73.0,67,73.0,84.99150084991501,2,Good,0
20,78,675000.0,8000.0,68.0,67,68.0,84.3644544431946,11,Good,3
24,74,725000.0,15000.0,74.0,67,74.0,48.33011132591161,7,Good,3
21,79,675000.0,8000.0,71.0,67,71.0,84.3644544431946,12,Good,3
20,78,600000.0,7000.0,65.0,67,65.0,85.70204256534781,11,Good,3
24,74,800000.0,2000.0,68.0,67,68.0,399.800099950025,7,Good,0
21,79,525000.0,8000.0,62.0,67,62.0,65.61679790026247,12,Good,3
21,73,675000.0,8000.0,66.0,67,66.0,84.3644544431946,6,Good,3
18,77,525000.0,3000.0,71.0,67,71.0,174.9416861046318,10,Good,3
20,82,525000.0,7000.0,62.0,67,62.0,74.98928724467933,15,Good,3
24,71,725000.0,9000.0,69.0,67,69.0,80.54660593267415,4,Good,3
23,76,725000.0,10000.0,76.0,67,76.0,72.4927507249275,9,Good,3
23,71,725000.0,10000.0,71.0,67,71.0,72.4927507249275,4,Good,3
23,73,675000.0,9000.0,72.0,67,72.0,74.99166759248972,6,Good,3
24,70,725000.0,4000.0,60.0,67,60.0,181.2046988252937,3,Good,0
20,78,675000.0,8000.0,78.0,67,78.0,84.3644544431946,11,Good,3
24,70,650000.0,9000.0,54.0,67,54.0,72.21419842239752,3,Good,1
25,70,675000.0,15000.0,50.0,67,50.0,44.997000199986665,3,Good,1
21,77,675000.0,3000.0,68.0,67,68.0,224.92502499166943,10,Good,3
22,73,500000.0,8000.0,65.0,67,65.0,62.49218847644045,6,Good,3
19,82,625000.0,8000.0,70.0,67,70.0,78.11523559555056,15,Good,3
20,73,475000.0,7000.0,68.0,67,68.0,67.84745036423368,6,Good,3
27,68,725000.0,15000.0,65.0,67,65.0,48.33011132591161,1,Good,0
25,71,825000.0,5000.0,74.0,67,74.0,164.96700659868026,4,Good,0
23,75,575000.0,9000.0,51.0,67,51.0,63.88179091212088,8,Good,3
23,72,725000.0,10000.0,56.0,67,56.0,72.4927507249275,5,Good,3
25,72,825000.0,10000.0,62.0,67,62.0,82.4917508249175,5,Good,3
22,71,675000.0,8000.0,69.0,67,69.0,84.3644544431946,4,Good,3
26,68,700000.0,10000.0,69.0,67,69.0,69.99300069993001,1,Good,0
25,73,825000.0,10000.0,67.0,67,67.0,82.4917508249175,6,Good,3
21,73,675000.0,8000.0,69.0,67,69.0,84.3644544431946,6,Good,3
19,82,450000.0,10000.0,64.0,67,64.0,44.995500449955,15,Good,3
20,80,675000.0,8000.0,71.0,67,71.0,84.3644544431946,13,Good,3
24,73,625000.0,15000.0,66.0,67,66.0,41.66388907406173,6,Good,3
28,67,575000.0,10000.0,67.0,67,67.0,57.494250574942505,0,Good,0
19,76,425000.0,2000.0,62.0,67,62.0,212.39380309845077,9,Good,3
22,74,675000.0,8000.0,67.0,67,67.0,84.3644544431946,7,Good,3
21,73,675000.0,8000.0,62.0,67,62.0,84.3644544431946,6,Good,3
24,70,800000.0,10000.0,70.0,67,70.0,79.99200079992,3,Good,0
20,70,475000.0,7000.0,60.0,67,60.0,67.84745036423368,3,Good,3
26,69,700000.0,6000.0,62.0,67,62.0,116.64722546242292,2,Good,0
21,75,475000.0,8000.0,72.0,67,72.0,59.367579052618424,8,Good,3
20,77,475000.0,7000.0,68.0,67,68.0,67.84745036423368,10,Good,3
26,72,700000.0,10000.0,62.0,67,62.0,69.99300069993001,5,Good,0
23,73,550000.0,9000.0,63.0,67,63.0,61.10432174202867,6,Good,3
19,82,450000.0,10000.0,65.0,67,65.0,44.995500449955,15,Good,3
25,71,675000.0,9000.0,67.0,67,67.0,74.99166759248972,4,Good,0
27,69,625000.0,15000.0,68.0,67,68.0,41.66388907406173,2,Good,0
19,78,550000.0,10000.0,70.0,67,70.0,54.99450054994501,11,Good,3
32,67,350000.0,5000.0,63.0,67,63.0,69.98600279944012,0,Good,0
34,67,350000.0,5000.0,62.0,67,62.0,69.98600279944012,0,Good,0
31,67,550000.0,8000.0,64.0,67,64.0,68.74140732408449,0,Good,0
30,67,600000.0,3000.0,64.0,67,64.0,199.93335554815062,0,Good,0
32,67,575000.0,4000.0,61.0,67,61.0,143.71407148212947,0,Good,0
28,67,600000.0,10000.0,66.0,67,66.0,59.99400059994001,0,Good,0
23,73,575000.0,9000.0,54.0,67,54.0,63.88179091212088,6,Good,3
22,71,675000.0,8000.0,71.0,67,71.0,84.3644544431946,4,Good,3
29,67,550000.0,8000.0,54.0,67,54.0,68.74140732408449,0,Good,0
26,71,775000.0,15000.0,68.0,67,68.0,51.663222451836546,4,Good,0
23,71,725000.0,10000.0,70.0,67,70.0,72.4927507249275,4,Good,3
20,76,500000.0,10000.0,66.0,67,66.0,49.99500049995,9,Good,3
22,72,675000.0,8000.0,63.0,67,63.0,84.3644544431946,5,Good,3
21,71,475000.0,8000.0,64.0,67,64.0,59.367579052618424,4,Good,3
20,76,675000.0,8000.0,72.0,67,72.0,84.3644544431946,9,Good,3
26,72,700000.0,15000.0,69.0,67,69.0,46.66355576294914,5,Good,3
25,73,750000.0,9000.0,68.0,67,68.0,83.32407510276636,6,Good,3
23,72,675000.0,9000.0,69.0,67,69.0,74.99166759248972,5,Good,3
24,69,650000.0,9000.0,58.0,67,58.0,72.21419842239752,2,Good,0
22,74,675000.0,8000.0,64.0,67,64.0,84.3644544431946,7,Good,3
19,77,625000.0,15000.0,74.0,67,74.0,41.66388907406173,10,Good,3
21,74,500000.0,8000.0,43.0,67,43.0,62.49218847644045,7,Good,1
25,69,675000.0,9000.0,62.0,67,62.0,74.99166759248972,2,Good,0
20,77,500000.0,7000.0,66.0,67,66.0,71.4183688044565,10,Good,3
23,70,575000.0,15000.0,35.0,67,35.0,38.33077794813679,3,Good,1
24,70,650000.0,4000.0,56.0,67,56.0,162.45938515371157,3,Good,0
23,74,725000.0,10000.0,71.0,67,71.0,72.4927507249275,7,Good,3
19,81,450000.0,7000.0,44.0,67,44.0,64.27653192401085,14,Good,3
21,76,675000.0,8000.0,68.0,67,68.0,84.3644544431946,9,Good,3
19,79,550000.0,10000.0,69.0,67,69.0,54.99450054994501,12,Good,3
19,76,425000.0,10000.0,64.0,67,64.0,42.49575042495751,9,Good,3
20,79,675000.0,8000.0,61.0,67,61.0,84.3644544431946,12,Good,3
23,74,575000.0,9000.0,61.0,67,61.0,63.88179091212088,7,Good,3
28,67,675000.0,6000.0,67.0,67,67.0,112.48125312447925,0,Good,0
25,70,750000.0,9000.0,71.0,67,71.0,83.32407510276636,3,Good,0
34,67,350000.0,5000.0,68.0,67,68.0,69.98600279944012,0,Good,0
19,80,625000.0,8000.0,70.0,67,70.0,78.11523559555056,13,Good,3
22,73,600000.0,15000.0,68.0,67,68.0,39.99733351109926,6,Good,3
24,74,800000.0,15000.0,69.0,67,69.0,53.32977801479901,7,Good,3
27,72,725000.0,10000.0,71.0,67,71.0,72.4927507249275,5,Good,0
27,69,725000.0,10000.0,66.0,67,66.0,72.4927507249275,2,Good,0
26,69,675000.0,15000.0,63.0,67,63.0,44.997000199986665,2,Good,0
25,69,675000.0,15000.0,48.0,67,48.0,44.997000199986665,2,Good,1
18,83,600000.0,6000.0,73.0,67,73.0,99.98333611064822,16,Good,3
22,73,675000.0,8000.0,76.0,67,76.0,84.3644544431946,6,Good,3
21,70,500000.0,15000.0,64.0,67,64.0,33.33111125924938,3,Good,3
19,79,450000.0,10000.0,66.0,67,66.0,44.995500449955,12,Good,3
23,71,725000.0,15000.0,71.0,67,71.0,48.33011132591161,4,Good,3
20,75,600000.0,10000.0,69.0,67,69.0,59.99400059994001,8,Good,3
19,78,450000.0,10000.0,60.0,67,60.0,44.995500449955,11,Good,3
21,75,600000.0,15000.0,73.0,67,73.0,39.99733351109926,8,Good,3
25,69,825000.0,10000.0,53.0,67,53.0,82.4917508249175,2,Good,0
24,71,650000.0,9000.0,50.0,67,50.0,72.21419842239752,4,Good,1
24,71,800000.0,10000.0,64.0,67,64.0,79.99200079992,4,Good,3
24,71,725000.0,15000.0,70.0,67,70.0,48.33011132591161,4,Good,3
23,73,600000.0,10000.0,62.0,67,62.0,59.99400059994001,6,Good,3
23,75,575000.0,15000.0,62.0,67,62.0,38.33077794813679,8,Good,3
18,83,525000.0,8000.0,76.0,67,76.0,65.61679790026247,16,Good,3
18,82,525000.0,8000.0,72.0,67,72.0,65.61679790026247,15,Good,3
19,79,550000.0,8000.0,74.0,67,74.0,68.74140732408449,12,Good,3
24,70,725000.0,10000.0,68.0,67,68.0,72.4927507249275,3,Good,0
27,70,650000.0,10000.0,45.0,67,45.0,64.993500649935,3,Good,1
31,67,450000.0,8000.0,38.0,67,38.0,56.2429696287964,0,Good,1
29,67,350000.0,5000.0,59.0,67,59.0,69.98600279944012,0,Good,0
30,67,500000.0,8000.0,43.0,67,43.0,62.49218847644045,0,Good,1
21,74,500000.0,8000.0,62.0,67,62.0,62.49218847644045,7,Good,3
23,72,575000.0,15000.0,63.0,67,63.0,38.33077794813679,5,Good,3
38,67,70000.0,6000.0,74.0,67,74.0,11.664722546242293,0,Good,0
26,68,850000.0,15000.0,68.0,67,68.0,56.662889140723955,1,Good,0
25,72,675000.0,15000.0,49.0,67,49.0,44.997000199986665,5,Good,1
28,67,675000.0,15000.0,68.0,67,68.0,44.997000199986665,0,Good,0
25,70,675000.0,10000.0,67.0,67,67.0,67.49325067493251,3,Good,0
18,77,425000.0,8000.0,65.0,67,65.0,53.11836020497438,10,Good,3
29,67,550000.0,15000.0,63.0,67,63.0,36.66422238517432,0,Good,0
27,71,725000.0,15000.0,69.0,67,69.0,48.33011132591161,4,Good,0
32,67,500000.0,8000.0,59.0,67,59.0,62.49218847644045,0,Good,0
25,71,675000.0,9000.0,62.0,67,62.0,74.99166759248972,4,Good,0
20,75,600000.0,10000.0,70.0,67,70.0,59.99400059994001,8,Good,3
26,68,675000.0,10000.0,62.0,67,62.0,67.49325067493251,1,Good,0
24,73,800000.0,5000.0,65.0,67,65.0,159.96800639872026,6,Good,3
30,67,600000.0,8000.0,65.0,67,65.0,74.99062617172854,0,Good,0
24,72,725000.0,9000.0,64.0,67,64.0,80.54660593267415,5,Good,3
23,72,600000.0,9000.0,62.0,67,62.0,66.65926008221308,5,Good,3
21,74,600000.0,2000.0,68.0,67,68.0,299.85007496251876,7,Good,3
25,67,750000.0,9000.0,65.0,67,65.0,83.32407510276636,0,Good,0
21,75,500000.0,8000.0,49.0,67,49.0,62.49218847644045,8,Good,1
20,80,500000.0,7000.0,63.0,67,63.0,71.4183688044565,13,Good,3
25,73,825000.0,10000.0,67.0,67,67.0,82.4917508249175,6,Good,3
22,74,675000.0,8000.0,72.0,67,72.0,84.3644544431946,7,Good,3
27,70,800000.0,15000.0,72.0,67,72.0,53.32977801479901,3,Good,0
29,67,550000.0,15000.0,64.0,67,64.0,36.66422238517432,0,Good,0
32,67,575000.0,9000.0,70.0,67,70.0,63.88179091212088,0,Good,0
21,74,525000.0,15000.0,62.0,67,62.0,34.997666822211855,7,Good,3
34,67,210000.0,10000.0,64.0,67,64.0,20.997900209979,0,Good,0
25,69,750000.0,9000.0,73.0,67,73.0,83.32407510276636,2,Good,0
31,67,625000.0,8000.0,62.0,67,62.0,78.11523559555056,0,Good,0
32,67,500000.0,10000.0,63.0,67,63.0,49.99500049995,0,Good,0
23,70,575000.0,10000.0,65.0,67,65.0,57.494250574942505,3,Good,3
32,67,400000.0,8000.0,64.0,67,64.0,49.99375078115236,0,Good,0
27,67,800000.0,10000.0,57.0,67,57.0,79.99200079992,0,Good,0
20,74,600000.0,7000.0,67.0,67,67.0,85.70204256534781,7,Good,3
29,67,550000.0,8000.0,45.0,67,45.0,68.74140732408449,0,Good,1
25,73,675000.0,9000.0,62.0,67,62.0,74.99166759248972,6,Good,3
24,67,650000.0,9000.0,37.0,67,37.0,72.21419842239752,0,Good,1
24,67,650000.0,9000.0,36.0,67,36.0,72.21419842239752,0,Good,1
24,70,650000.0,9000.0,65.0,67,65.0,72.21419842239752,3,Good,0
27,70,725000.0,15000.0,73.0,67,73.0,48.33011132591161,3,Good,0
27,67,725000.0,10000.0,71.0,67,71.0,72.4927507249275,0,Good,0
23,75,725000.0,5000.0,70.0,67,70.0,144.97100579884022,8,Good,3
27,68,725000.0,15000.0,66.0,67,66.0,48.33011132591161,1,Good,0
24,72,725000.0,15000.0,67.0,67,67.0,48.33011132591161,5,Good,3
